Year,Month,Polling,Con,Lab,LD,Lab good,Govt good,Govt bad,Lab bad,Con good,Con bad,SDP,Green,Lab net,LD good,Con Best PM,Lab Best PM,LD Best PM,LD bad,Con net,M,F,M.1,F.1,M.2,F.2,UKIP good,UKIP bad,Grn good,Grn bad,UKIP Best PM,UKIP,TIG/CUK,BXP,LD net,CUK good,CUK bad,BXP good,BXP bad,BXP Best PM,BXP/Reform,Ukip,BXP/Ref good,BXP/Ref bad,Green Best PM,BXP/Ref Best PM
,Sep,YouGov,,,,,18.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,,,,21.0,,,70.0,38.0,54.0,,,,27.0,,,,38.0,,,,,,,,,,,,,,,,-11.0,,,,,,,,,,,
,Sep,YouGov,32,21.0,23.0,,,,,,,,4.0,,,38.0,22.0,,,,,,,,,,,,,,,1.0,0.0,14.0,,,,,,,,,,,,
,Sep,ComRes,29,27.0,21.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,0.0,1.0,13.0,,,,,,,,,,,,
,Sep,Opinium,37,22.0,17.0,19.0,,,57.0,37.0,41.0,,4.0,,25.0,36.0,15.0,,37.0,,,,,,,,,,,,,2.0,0.0,12.0,-12.0,,,29.0,40.0,,,,,,,
,Sep,Opinium,,,,,,,,,,,,,,29.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
,Sep,YouGov,30,23.0,22.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,,,,,,,,,,,,
,Sep,YouGov,,,,15.0,17.0,64.0,73.0,35.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,ComRes,27,27.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,
,Sep,YouGov,33,22.0,22.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,,,,,,,,,,,,
,Sep,Survation,27,24.0,22.0,,,,,,,,3.0,,,41.0,18.0,21.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
,Sep,Opinium,36,24.0,20.0,21.0,,,58.0,34.0,47.0,,2.0,,25.0,37.0,16.0,,37.0,,,,,,,,,,,,,0.0,0.0,11.0,-12.0,,,27.0,39.0,,,,,,,
,Sep,Opinium,,,,,,,,,,,,,,27.0,16.0,14.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,
,Sep,YouGov,33,22.0,21.0,16.0,,,71.0,33.0,56.0,,5.0,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,,,,,,,,,,,,
,Sep,YouGov,,,,,17.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,34,21.0,23.0,,,,,,,,5.0,,,40.0,22.0,,,,,,,,,,,,,,,0.0,0.0,12.0,,,,,,,,,,,,
,Oct,BMG,31,26.0,20.0,22.0,,,65.0,35.0,54.0,,7.0,,,35.0,21.0,,,,,,,,,,,,,,,0.0,0.0,11.0,,,,,,,,,,,,
,Oct,YouGov,,,,21.0,,,71.0,40.0,52.0,,,,22.0,,,,46.0,,,,,,,,,,,,,,,,-24.0,,,,,,,,,,,
,Oct,Opinium,38,23.0,15.0,20.0,,,58.0,37.0,43.0,,4.0,,21.0,36.0,16.0,,37.0,,,,,,,,,,,,,1.0,0.0,12.0,-16.0,,,28.0,40.0,,,,,,,
,Oct,Opinium,,,,,,,,,,,,,,29.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,
,Oct,ComRes,33,27.0,19.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,,,,,,,,
,Oct,ICM,35,29.0,16.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,,,
,Oct,YouGov,,,,,20.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,35,22.0,20.0,,,,,,,,6.0,,,41.0,21.0,,,,,,,,,,,,,,,0.0,1.0,12.0,,,,,,,,,,,,
,Oct,ComRes,33,27.0,18.0,,,,,,,,4.0,,,38.0,17.0,12.0,,,,,,,,,,,,,,0.0,,12.0,,,,,,,,,,,,
,Oct,Panelbase,33,30.0,17.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,,12.0,,,,,,,,,,,,
,Oct,Sky,,,,19.0,22.0,62.0,74.0,46.0,49.0,,,,23.0,,,,50.0,,,,,,,,,,,,,,,,-27.0,,,36.0,51.0,,,,,,,
,Oct,Kantar TNS,39,25.0,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0,,,,,,,,,,,,
,Oct,YouGov,,,,,18.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,37,22.0,18.0,,,,,,,,5.0,,,43.0,21.0,,,,,,,,,,,,,,,1.0,0.0,11.0,,,,,,,,,,,,
,Oct,Opinium,37,24.0,16.0,20.0,,,56.0,40.0,41.0,,4.0,,24.0,36.0,15.0,,35.0,,,,,,,,,,,,,2.0,0.0,12.0,-11.0,,,29.0,41.0,,,,,,,
,Oct,Opinium,,,,,,,,,,,,,,30.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,
,Oct,ComRes,33,29.0,18.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,0.0,,12.0,,,,,,,,,,,,
,Oct,Panelbase,36,27.0,17.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,,11.0,,,,,,,,,,,,
,Oct,Survation,32,24.0,21.0,,,,,,,,2.0,,,47.0,26.0,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,
,Oct,YouGov,36,22.0,19.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,,,,,,,,,,,,
,Oct,Deltapoll,37,24.0,19.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,,,
,Oct,YouGov,,,,12.0,22.0,56.0,73.0,41.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,YouGov,37,22.0,19.0,,,,,,,,7.0,,,43.0,20.0,,,,,,,,,,,,,,,1.0,0.0,11.0,,,,,,,,,,,,
,Oct,Opinium,40,24.0,15.0,20.0,,,60.0,40.0,38.0,,3.0,,22.0,39.0,16.0,,40.0,,,,,,,,,,,,,1.0,0.0,10.0,-18.0,,,27.0,40.0,,,,,,,
,Oct,Opinium,,,,,,,,,,,,,,32.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
,Oct,YouGov,,,,20.0,,,70.0,38.0,54.0,,,,20.0,,,,44.0,,,,,,,,,,,,,,,,-24.0,,,,,,,,,,,
,Oct,YouGov,36,23.0,18.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,,,,,,,,,,,,
,Oct,Ipsos MORI,41,24.0,20.0,15.0,19.0,74.0,75.0,46.0,44.0,,3.0,,29.0,,,,41.0,,,,,,,,,,,,,0.0,,7.0,-12.0,,,29.0,51.0,,,,,,,
,Oct,YouGov,,,,,20.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,Survation,34,26.0,19.0,,,,,,,,1.0,,,42.0,19.0,15.0,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
,Oct,YouGov,36,21.0,18.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,,,,,,,,,,,,
,Oct,Panelbase,40,29.0,14.0,20.0,,,61.0,38.0,42.0,,3.0,,23.0,,,,39.0,,,,,,,,,,,,,,,9.0,-16.0,,,24.0,45.0,,,,,,,
,Oct,ORB,36,28.0,14.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
,Oct,ComRes,36,28.0,17.0,,,,,,,,3.0,,,32.0,18.0,11.0,,,,,,,,,,,,,,0.0,0.0,10.0,,,,,,7.0,,,,,,
,Oct,Opinium,42,26.0,16.0,19.0,,,59.0,39.0,42.0,,2.0,,23.0,37.0,18.0,,39.0,,,,,,,,,,,,,0.0,0.0,9.0,-16.0,,,24.0,42.0,,,,,,,
,Oct,Opinium,,,,,,,,,,,,,,29.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
,Oct,ComRes,36,29.0,17.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,,,,,,,,,,,,
,Oct,YouGov,39,27.0,16.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,,,,,,,,,,,,
,Oct,Deltapoll,40,28.0,14.0,25.0,,,68.0,48.0,46.0,,2.0,,31.0,,,,43.0,,,,,,,,,,,,,1.0,,11.0,-12.0,,,,,,,,,,,
,Nov,ICM,38,31.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,,,
,Nov,YouGov,38,25.0,16.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,,,,,,,,,,,,
,Nov,YouGov,,,,,19.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,36,25.0,17.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,,,,,,,,,,,,
,Nov,BMG,37,29.0,16.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,,,,,,,,,,,,
,Nov,Panelbase,40,30.0,15.0,20.0,,,59.0,38.0,41.0,,3.0,,22.0,,,,39.0,,,,,,,,,,,,,,,8.0,-17.0,,,20.0,48.0,,,,,,,
,Nov,Opinium,41,29.0,15.0,21.0,,,56.0,37.0,40.0,,2.0,,23.0,38.0,18.0,,40.0,,,,,,,,,,,,,0.0,,6.0,-17.0,,,22.0,46.0,,,,,,,
,Nov,Opinium,,,,,,,,,,,,,,30.0,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,
,Nov,Survation,35,29.0,17.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
,Nov,Deltapoll,41,29.0,16.0,22.0,,,70.0,45.0,50.0,,2.0,,34.0,,,,43.0,,,,,,,,,,,,,1.0,,6.0,-9.0,,,30.0,57.0,,,,,,,
,Nov,YouGov,39,26.0,17.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,,,,,,,,,,,,
,Nov,Kantar TNS,37,27.0,17.0,,,,,,,,3.0,,,33.0,19.0,,,,,,,,,,,,,,,1.0,1.0,9.0,,,,,,,,,,,,
,Nov,ComRes,37,29.0,17.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,,,,,,,,,,,,
,Nov,ICM,39,31.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
,Nov,Ipsos MORI,,,,23.0,,,62.0,36.0,44.0,,,,24.0,,,,44.0,,,,,,,,,,,,,,,,-20.0,,,24.0,54.0,,,,,,,
,Nov,YouGov,,,,,22.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Hanbury,36,29.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
,Nov,YouGov,39,26.0,16.0,24.0,,,66.0,43.0,49.0,,5.0,,24.0,40.0,16.0,14.0,48.0,,,,,,,,,,21.0,32.0,,0.0,0.0,9.0,-24.0,,,27.0,62.0,,,,,,,
,Nov,YouGov,42,28.0,15.0,,,,,,,,4.0,,,44.0,22.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Nov,ComRes,40,30.0,16.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,,,,,,,,,,,,
,Nov,BMG,37,29.0,16.0,24.0,,,60.0,38.0,50.0,,5.0,,23.0,39.0,24.0,,41.0,,,,,,,,,,,,,0.0,0.0,9.0,-18.0,,,,,,,,,,,
,Nov,YouGov,43,29.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Nov,YouGov,,,,,17.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,Panelbase,43,30.0,15.0,19.0,,,61.0,39.0,42.0,,2.0,,22.0,,,,39.0,,,,,,,,,,,,,,,5.0,-17.0,,,25.0,46.0,,,,,,,
,Nov,ComRes,41,33.0,14.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,,,,,,,,,,,,
,Nov,Opinium,44,28.0,14.0,23.0,,,55.0,39.0,39.0,,3.0,,24.0,35.0,20.0,,40.0,,,,,,,,,,,,,0.0,,6.0,-16.0,,,25.0,43.0,,,,,,,
,Nov,Opinium,,,,,,,,,,,,,,30.0,18.0,11.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,
,Nov,YouGov,45,28.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Nov,Deltapoll,45,30.0,11.0,25.0,,,68.0,49.0,45.0,,2.0,,28.0,,,,51.0,,,,,,,,,,,,,2.0,,6.0,-23.0,,,35.0,53.0,,,,,,,
,Nov,Survation,42,28.0,13.0,,,,,,,,3.0,,,47.0,17.0,15.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,Nov,Kantar TNS,45,27.0,16.0,,,,,,,,3.0,,,35.0,22.0,,,,,,,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,
,Nov,ICM,42,32.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,Nov,Ipsos MORI,,,,22.0,,,60.0,36.0,45.0,,,,22.0,,,,41.0,,,,,,,,,,,,,,,,-19.0,,,26.0,54.0,,,,,,,
,Nov,Ipsos MORI,44,28.0,16.0,,,,,,,,3.0,,,49.0,30.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Nov,YouGov,,,,16.0,21.0,59.0,71.0,40.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,42,30.0,15.0,,,,,,,,4.0,,,41.0,22.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Nov,ComRes,42,31.0,15.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,Nov,BMG,41,28.0,18.0,24.0,,,62.0,37.0,51.0,,5.0,,25.0,41.0,26.0,,42.0,,,,,,,,,,,,,0.0,0.0,3.0,-17.0,,,,,,,,,,,
,Nov,ComRes,42,32.0,15.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,Nov,Panelbase,42,32.0,14.0,24.0,,,56.0,37.0,42.0,,3.0,,19.0,,,,41.0,,,,,,,,,,,,,,,3.0,-22.0,,,22.0,46.0,,,,,,,
,Nov,Opinium,47,28.0,12.0,24.0,,,52.0,38.0,38.0,,3.0,,23.0,35.0,19.0,,38.0,,,,,,,,,,,,,0.0,,3.0,-15.0,,,24.0,42.0,,,,,,,
,Nov,Opinium,,,,,,,,,,,,,,29.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,
,Nov,Survation,41,30.0,15.0,,,,,,,,3.0,,,43.0,22.0,16.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,Nov,YouGov,43,32.0,14.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Nov,YouGov,42,30.0,16.0,23.0,,,65.0,43.0,47.0,,4.0,,27.0,,,,45.0,,,,,,,,,,,,,,,3.0,-18.0,,,,,,,,,,,
,Nov,Deltapoll,43,30.0,16.0,30.0,,,64.0,42.0,52.0,,3.0,,30.0,,,,52.0,,,,,,,,,,,,,0.0,,3.0,-22.0,,,31.0,60.0,,,,,,,
,Nov,Kantar TNS,43,32.0,14.0,,,,,,,,4.0,,,37.0,24.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Nov,ICM,41,34.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Nov,Ipsos MORI,,,,24.0,,,59.0,33.0,47.0,,,,19.0,,,,50.0,,,,,,,,,,,,,,,,-31.0,,,24.0,54.0,,,,,,,
,Nov,YouGov,,,,,22.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,YouGov,43,32.0,13.0,28.0,,,63.0,42.0,49.0,,2.0,,21.0,39.0,21.0,9.0,55.0,,,,,,,,,,20.0,30.0,,,,4.0,-34.0,,,26.0,61.0,,,,,,,
,Nov,ComRes,41,34.0,13.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
,Nov,Survation,42,33.0,11.0,,,,,,,,4.0,,,43.0,25.0,11.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Nov,Panelbase,42,34.0,13.0,22.0,,,58.0,36.0,43.0,,3.0,,18.0,,,,44.0,,,,,,,,,,,,,,,4.0,-26.0,,,22.0,46.0,,,,,,,
,Nov,ComRes,43,33.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Nov,BMG,39,33.0,13.0,26.0,,,61.0,38.0,54.0,,5.0,,23.0,42.0,28.0,,45.0,,,,,,,,,,,,,0.0,0.0,4.0,-22.0,,,,,,,,,,,
,Nov,Opinium,46,31.0,13.0,24.0,,,55.0,38.0,39.0,,2.0,,21.0,36.0,19.0,,44.0,,,,,,,,,,,,,0.0,,2.0,-23.0,,,22.0,44.0,,,,,,,
,Nov,Opinium,,,,,,,,,,,,,,32.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,
,Nov,Focaldata,42,34.0,14.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Nov,YouGov,43,34.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
,Nov,Deltapoll,45,32.0,15.0,27.0,,,66.0,49.0,47.0,,1.0,,30.0,,,,54.0,,,,,,,,,,,,,0.0,,3.0,-24.0,,,35.0,58.0,,,,,,,
,Nov,Kantar TNS,44,32.0,15.0,,,,,,,,3.0,,,41.0,22.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
,Nov,ICM,42,35.0,13.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Nov,Ipsos MORI,,,,22.0,,,60.0,33.0,47.0,,,,18.0,,,,49.0,,,,,,,,,,,,,,,,-31.0,,,22.0,55.0,,,,,,,
,Nov,YouGov,,,,,22.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,42,33.0,12.0,,,,,,,,4.0,,,41.0,26.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Dec,ComRes,42,32.0,12.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,Ipsos MORI,44,32.0,13.0,24.0,23.0,72.0,68.0,36.0,56.0,,3.0,,29.0,,,,51.0,,,,,,,,,,,,,,,2.0,-22.0,,,30.0,56.0,,,,,,,
,Dec,ComRes,42,36.0,11.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Dec,BMG,41,32.0,14.0,28.0,,,61.0,37.0,54.0,,4.0,,25.0,39.0,32.0,,44.0,,,,,,,,,,,,,0.0,0.0,4.0,-19.0,,,,,,,,,,,
,Dec,ComRes,41,33.0,12.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,Panelbase,43,34.0,13.0,24.0,,,56.0,38.0,42.0,,2.0,,19.0,,,,44.0,,,,,,,,,,,,,,,3.0,-25.0,,,23.0,48.0,,,,,,,
,Dec,Opinium,46,31.0,13.0,24.0,,,54.0,38.0,40.0,,3.0,,21.0,37.0,21.0,,43.0,,,,,,,,,,,,,0.0,,2.0,-22.0,,,23.0,44.0,,,,,,,
,Dec,Opinium,,,,,,,,,,,,,,30.0,19.0,9.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,
,Dec,YouGov,43,34.0,12.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,YouGov,43,33.0,13.0,22.0,,,69.0,38.0,51.0,,3.0,,21.0,,,,57.0,,,,,,,,,,,,,,,3.0,-36.0,,,,,,,,,,,
,Dec,Deltapoll,44,33.0,11.0,28.0,,,65.0,45.0,48.0,,2.0,,24.0,,,,58.0,,,,,,,,,,,,,1.0,,3.0,-34.0,,,32.0,54.0,,,,,,,
,Dec,Survation,45,31.0,11.0,,,,,,,,2.0,,,41.0,24.0,11.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
,Dec,Qriously,43,30.0,12.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,ComRes,43,36.0,12.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,ICM,42,36.0,12.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,Ipsos MORI,,,,26.0,,,56.0,33.0,47.0,,,,18.0,47.0,31.0,,49.0,,,,,,,,,,,,,,,,-31.0,,,21.0,55.0,,,,,,,
,Dec,BMG,41,32.0,14.0,27.0,,,62.0,35.0,56.0,,4.0,,20.0,39.0,29.0,,47.0,,,,,,,,,,,,,0.0,0.0,3.0,-27.0,,,,,,,,,,,
,Dec,NCP,43,33.0,12.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,ComRes,41,36.0,12.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,Kantar TNS,44,32.0,13.0,,,,,,,,3.0,,,37.0,25.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,Dec,Deltapoll,45,35.0,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,
,Dec,Ipsos MORI,44,33.0,12.0,,,,,,,,3.0,,,43.0,29.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
,Dec,YouGov,,,,32.0,,,59.0,40.0,52.0,,,,24.0,,,,55.0,,,,,,,,,,,,,,,,-31.0,,,27.0,63.0,,,,,,,
,Dec,Opinium,45,33.0,12.0,24.0,,,54.0,33.0,47.0,,2.0,,19.0,36.0,23.0,,46.0,,,,,,,,,,,,,0.0,,2.0,-27.0,,,21.0,51.0,,,,,,,
,Dec,Opinium,,,,,,,,,,,,,,30.0,21.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,
,Dec,Panelbase,43,34.0,11.0,26.0,,,56.0,36.0,46.0,,4.0,,18.0,,,,47.0,,,,,,,,,,,,,,,3.0,-29.0,,,21.0,50.0,,,,,,,
,Dec,Survation,44.5,33.7,9.3,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,Dec,YouGov,,,,21.0,,,71.0,41,52.0,,,,19.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,27.0,63.0,,
,Dec,YouGov,,,,,27.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,,,,11.0,34.0,46.0,81.0,46,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,YouGov,,,,,32.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.0,Jan,YouGov,,,,,30.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,,,,19.0,,,70.0,41,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,BMG,44.0,29.0,11.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,
,Jan,YouGov,,,,,33.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Opinium,47.0,30.0,9.0,19.0,,,59.0,43,36.0,,4.0,,14.0,41.0,14.0,,23.0,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,22.0,42.0,,
,Jan,YouGov,,,,8.0,32.0,45.0,80.0,42,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,,,,18.0,,,70.0,41,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,YouGov,49.0,29.0,10.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
,Jan,YouGov,,,,,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Ipsos,,,,20.0,,,66.0,37,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Survation,44.0,33.0,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
,Jan,YouGov,49.0,30.0,8.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
,Jan,Ipsos,47.0,30.0,11.0,16.0,40.0,50.0,75.0,47,44.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
,Feb,YouGov,,,,,35.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,,,,,34.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,BMG,41.0,29.0,11.0,20.0,,,66.0,46,41.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,
,Feb,YouGov,,,,,36.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,48.0,28.0,10.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
,Feb,Opinium,47.0,32.0,7.0,21.0,,,59.0,44,36.0,,4.0,,14.0,42.0,17.0,,24.0,,,,,,,,,,,,,,,,,,,,,,2.0,,27.0,41.0,,
,Feb,R+W,49.0,30.0,9.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,,,,9.0,34.0,39.0,80.0,48,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Savanta ComRes,47.0,31.0,9.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
,Feb,YouGov,,,,19.0,,,70.0,42,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,YouGov,,,,,34.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,Ipsos,,,,17.0,,,65.0,34,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
